area;ciudad;zona;sector;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi08;vi09;vi10;vi10a;vi11;vi12;vi13;vi14;plan_muestreo;fexp
2;100455;999;005;182;3;1;3;1;4;3;4;1;1;1;3;2; ;1;2;1;2;1;1;2;4;2102;56,2049576058486
2;100455;999;019;112;1;1;2;1;1;1;4;2;1;2;4;3; ;1;3;1;1;1;1;2;3;2103;97,1385164290341
2;100455;999;019;112;2;1;2;1;2;2;4;1;1;1;4;2;1;1;2;1;2;1;1;2;4;2103;97,1385164290341
2;100455;999;019;112;3;1;2;4;2;3;5;1;3;1;1;1; ;1;2;5;2;1;1;2;6;2103;97,1385164290341
2;100455;999;019;122;1;1;3;1;4;1;5;1;1;1;4;2; ;1;1;1;2;1;1;2;4;2103;97,1385164290341
2;100455;999;019;122;2;1;3;4;2;2;4;2;1;2;1;0; ;1;2;1;2;2;1;2;5;2103;97,1385164290341
2;100455;999;019;122;3;1;4;1;4;2;7;3;1;2;5;4; ;1;3;1;2;1;1;2;4;2103;97,1385164290341
2;100455;999;019;172;1;1;2;1;4;1;4;2;1;2;5;4; ;1;2;3;1;1;1;2;4;2103;97,1385164290341
2;100455;999;019;172;2;1;3;4;4;3;7;3;1;2;1;0; ;2;5;1;2;3;1;2;5;2103;97,1385164290341
2;100455;999;019;172;3;1;4;4;4;2;7;3;1;2;2;1; ;2;5;1;2;3;1;4;4;2103;97,1385164290341
2;100455;999;019;182;1;1;2;1;4;3;4;2;1;2;3;2; ;1;4;1;2;3;1;2;4;2103;97,1385164290341
2;100455;999;019;182;2;1;3;1;1;1;4;2;1;1;2;2; ;1;2;1;2;2;1;2;5;2103;97,1385164290341
2;100455;999;019;182;3;1;2;1;4;3;7;3;1;2;2;2; ;1;2;1;2;2;1;2;5;2103;97,1385164290341
1;100456;001;003;112;1;1;2;1;1;1;2;1;3;2;4;3;1;1;1;1;1;1;1;2;4;1102;45,7196601424329
1;100456;001;003;112;2;1;3;1;4;2;4;2;1;1;3;2;1;1;1;1;1;1;1;2;4;1102;45,7196601424329
1;100456;001;003;112;3;1;2;3;1;1;5;1;1;1;1;1; ;1;1;1;2;2;1;2;1;1102;45,7196601424329
1;100456;001;003;122;1;1;1;1;4;2;4;2;3;3;3;1; ;1;1;1;2;1;1;2;5;1102;45,7196601424329
1;100456;001;003;122;2;1;1;1;4;2;4;2;1;1;4;3; ;1;1;1;1;1;1;2;4;1102;45,7196601424329
1;100456;001;003;122;3;1;3;1;1;3;4;2;1;2;3;3; ;1;1;1;2;1;1;2;4;1102;45,7196601424329
1;100456;001;003;172;1;1;3;1;4;2;4;2;1;1;3;2; ;1;1;1;1;1;1;2;4;1102;45,7196601424329
1;100456;001;003;172;2;1;3;1;4;2;4;2;1;2;3;2; ;1;1;1;1;1;1;2;4;1102;45,7196601424329
1;100456;001;003;172;3;1;2;4;4;3;7;3;1;2;2;2; ;1;1;1;2;1;1;2;5;1102;45,7196601424329
1;100456;001;003;182;1;1;2;1;1;2;4;2;1;2;3;2; ;1;1;1;1;1;1;2;4;1102;45,7196601424329
1;100456;001;003;182;2;1;1;1;1;1;4;2;1;1;4;3; ;1;1;1;1;1;1;2;4;1102;45,7196601424329
1;100456;001;003;182;3;1;1;1;1;2;4;2;1;1;3;2; ;1;1;1;1;1;1;2;4;1102;45,7196601424329
1;100456;902;002;112;1;1;4;1;1;2;7;3;1;2;6;3; ;1;1;1;2;1;1;2;3;1102;46,4853161136317
1;100456;902;002;112;3;1;3;1;1;2;4;2;1;1;4;2; ;1;1;1;2;1;1;2;4;1102;46,4853161136317
1;100456;902;002;112;4;1;2;1;1;2;4;1;1;1;4;3; ;1;1;1;1;1;1;2;4;1102;46,4853161136317
1;100456;902;002;122;1;1;3;1;4;2;4;3;1;3;3;2; ;1;1;1;2;1;1;2;4;1102;46,4853161136317
1;100456;902;002;122;2;1;3;1;1;2;4;2;1;2;4;3;1;1;1;1;1;2;1;2;5;1102;46,4853161136317
1;100456;902;002;122;3;1;3;1;2;1;4;2;1;2;3;2; ;1;5;1;2;1;1;2;4;1102;46,4853161136317
1;100456;902;002;172;1;1;2;1;1;2;4;2;1;1;4;2;1;1;1;1;1;1;1;2;4;1102;46,4853161136317
1;100456;902;002;172;2;1;3;1;4;2;4;2;1;2;4;2; ;1;1;1;1;1;1;2;4;1102;46,4853161136317
1;100456;902;002;172;3;1;4;1;4;2;7;3;1;2;5;4; ;1;1;1;2;2;1;2;4;1102;46,4853161136317
1;100456;902;002;182;1;1;3;1;1;2;4;2;1;2;4;3; ;1;1;1;1;1;1;2;4;1102;46,4853161136317
1;100456;902;002;182;2;1;2;1;4;1;7;3;1;2;2;0; ;1;1;1;2;1;1;2;4;1102;46,4853161136317
1;100456;902;002;182;3;1;4;5;3;2;7;3;7;3;1;0; ;1;5;5;2;3;1;2;4;1102;46,4853161136317
2;100456;999;001;112;1;1;2;1;1;1;4;2;1;1;5;3; ;1;1;2;2;2;2;1;5;2102;75,0217909260466
2;100456;999;001;112;2;1;2;1;1;2;4;3;1;2;3;1; ;1;3;1;1;2;1;2;6;2102;75,0217909260466
2;100456;999;001;112;3;1;4;4;3;3;7;3;1;2;2;1; ;3;3;1;2;1;2;1;5;2102;75,0217909260466
2;100456;999;001;122;1;1;1;1;1;1;2;1;1;1;6;5; ;1;1;5;1;2;1;2;5;2102;75,0217909260466
2;100456;999;001;122;1;2;1;1;1;1;2;2;1;1;6;5; ;1;2;5;2;2;1;2;4;2102;75,0217909260466
2;100456;999;001;122;2;1;3;2;1;1;2;1;1;1;4;2; ;1;1;1;2;1;1;2;5;2102;75,0217909260466
2;100456;999;001;122;3;1;2;1;4;2;4;2;1;2;2;2; ;1;1;1;2;2;1;2;6;2102;75,0217909260466
2;100456;999;001;172;1;1;3;1;3;1;4;1;1;2;2;2; ;1;1;1;1;2;1;2;1;2102;75,0217909260466
2;100456;999;001;172;2;1;1;2;2;1;4;1;1;1;2;1; ;1;1;1;1;1;1;2;6;2102;75,0217909260466
2;100456;999;001;172;3;1;2;2;1;1;4;2;1;1;1;0; ;1;3;2;2;2;1;2;6;2102;75,0217909260466
2;100456;999;001;182;1;1;2;1;4;2;2;1;1;1;2;2; ;1;3;1;1;2;1;2;6;2102;75,0217909260466
2;100456;999;001;182;2;1;2;1;1;1;2;1;1;1;3;2; ;1;3;1;1;1;1;2;6;2102;75,0217909260466
2;100456;999;001;182;3;1;4;1;4;2;4;2;1;2;4;3; ;1;2;1;1;1;1;2;4;2102;75,0217909260466
2;100458;999;004;112;1;1;3;4;4;2;7;3;1;2;2;0; ;2;2;3;1;1;1;4;5;2102;49,1330004997909
2;100458;999;004;112;2;1;4;1;3;1;7;3;1;3;2;2; ;1;3;1;2;2;1;2;4;2102;49,1330004997909
2;100458;999;004;112;3;1;3;4;4;2;7;3;1;2;2;1; ;2;3;3;2;3;1;2;5;2102;49,1330004997909
2;100458;999;004;122;2;1;2;1;1;1;4;2;1;2;5;3; ;1;2;1;1;1;1;2;4;2102;49,1330004997909
2;100458;999;004;122;3;1;3;1;1;1;4;2;1;1;2;1; ;1;3;1;2;1;1;2;5;2102;49,1330004997909
2;100458;999;004;122;4;1;3;1;2;1;4;2;1;1;2;1; ;1;3;1;2;1;1;2;1;2102;49,1330004997909
2;100458;999;004;172;1;1;2;1;1;2;4;2;1;1;4;2; ;1;1;1;1;1;1;2;4;2102;49,1330004997909
2;100458;999;004;172;2;1;4;1;4;3;7;3;1;3;3;1; ;2;3;1;2;1;1;2;4;2102;49,1330004997909
2;100458;999;004;172;3;1;2;4;2;2;7;3;1;2;2;1; ;1;5;1;2;3;1;2;4;2102;49,1330004997909
2;100458;999;004;182;1;1;3;1;1;2;4;2;1;2;3;2; ;2;2;1;2;1;1;2;4;2102;49,1330004997909
2;100458;999;004;182;2;1;3;1;1;1;4;1;1;1;4;3; ;1;2;1;1;1;1;2;4;2102;49,1330004997909
2;100458;999;004;182;3;1;3;4;3;3;7;3;1;3;2;1; ;1;2;3;2;3;1;2;4;2102;49,1330004997909
2;100458;999;006;112;2;1;3;1;4;1;7;3;1;1;3;2;1;2;2;1;2;1;1;2;4;2102;93,4315992556131
2;100458;999;006;112;3;1;3;4;2;1;4;1;1;1;2;1; ;1;3;1;2;1;1;2;4;2102;93,4315992556131
2;100458;999;006;122;1;1;3;4;4;2;7;3;1;2;2;1;1;1;3;1;2;1;1;2;4;2102;93,4315992556131
2;100458;999;006;122;2;1;2;1;1;2;7;3;1;2;4;3;1;2;2;1;2;3;1;2;4;2102;93,4315992556131
2;100458;999;006;122;3;1;3;1;4;2;7;3;1;2;2;2;1;2;3;1;2;1;1;2;4;2102;93,4315992556131
2;100458;999;006;172;1;1;1;1;1;1;4;2;1;1;3;3; ;1;3;1;1;1;1;2;4;2102;93,4315992556131
2;100458;999;006;172;2;1;3;1;4;3;7;3;3;3;2;1;1;2;2;1;2;3;1;2;4;2102;93,4315992556131
2;100458;999;006;172;3;1;3;1;1;1;4;1;1;1;4;3; ;1;3;1;1;1;1;2;4;2102;93,4315992556131
2;100458;999;006;182;1;1;1;1;1;1;4;1;1;1;3;3;1;1;3;1;2;1;1;2;4;2102;93,4315992556131
2;100458;999;006;182;2;1;3;1;1;1;4;1;1;1;4;3;1;1;1;1;1;1;1;2;4;2102;93,4315992556131
2;100458;999;006;182;3;1;3;1;1;2;7;3;1;2;5;2; ;1;2;1;1;1;1;2;4;2102;93,4315992556131
1;100550;001;007;112;1;1;1;1;4;3;4;3;3;3;3;2;1;1;1;1;2;1;1;2;4;1101;534,056198194546
1;100550;001;007;112;2;1;1;1;4;1;2;1;3;2;2;1; ;1;1;1;1;1;1;2;4;1101;534,056198194546
1;100550;001;007;112;4;1;1;1;4;1;2;2;1;1;3;1;1;1;1;1;1;1;1;2;4;1101;534,056198194546
1;100550;001;007;122;1;1;1;2;1;1;5;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1101;534,056198194546
1;100550;001;007;122;2;1;1;1;2;2;5;2;3;3;3;1; ;1;1;1;1;1;1;2;1;1101;534,056198194546
1;100550;001;007;122;3;1;1;1;4;1;5;2;1;2;2;1; ;1;1;1;2;2;1;2;4;1101;534,056198194546
1;100550;001;007;172;2;1;1;4;4;2;2;1;3;2;1;1; ;1;1;1;1;2;1;2;1;1101;534,056198194546
1;100550;001;007;172;3;1;1;1;1;1;1;2;1;1;5;3; ;1;1;1;1;1;1;2;4;1101;534,056198194546
1;100550;001;007;172;4;1;1;1;4;2;2;1;1;2;4;2; ;1;1;1;1;1;1;2;4;1101;534,056198194546
1;100550;001;007;182;1;1;1;1;1;1;2;1;3;1;3;2;1;1;1;1;1;1;1;2;4;1101;534,056198194546
1;100550;001;007;182;2;1;1;1;1;1;4;1;1;1;8;1; ;1;1;1;1;1;1;2;4;1101;534,056198194546
1;100550;001;007;182;3;1;1;1;4;1;2;1;1;1;6;4;1;1;1;1;1;1;1;2;4;1101;534,056198194546
1;100550;001;013;112;1;1;3;3;2;1;7;3;3;1;1;0; ;1;1;1;2;2;1;2;5;1101;211,831312620059
1;100550;001;013;112;2;1;3;1;2;1;4;2;1;2;4;2; ;1;1;1;1;1;1;2;4;1101;211,831312620059
1;100550;001;013;112;3;1;1;1;1;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;4;1101;211,831312620059
1;100550;001;013;122;1;1;3;1;2;1;4;3;1;3;4;3; ;1;1;1;1;1;1;2;4;1101;211,831312620059
1;100550;001;013;122;2;1;3;1;2;2;2;2;3;2;4;3;2;1;1;1;2;1;1;2;4;1101;211,831312620059
1;100550;001;013;122;3;1;1;1;1;2;2;2;1;2;4;3; ;1;1;1;1;1;1;2;4;1101;211,831312620059
1;100550;001;013;172;1;1;1;1;2;2;5;2;1;2;2;2; ;1;1;1;1;1;1;2;4;1101;211,831312620059
1;100550;001;013;172;2;1;4;4;3;1;4;1;1;1;2;2; ;1;1;1;1;2;1;2;1;1101;211,831312620059
1;100550;001;013;172;3;1;3;1;4;1;4;1;3;1;3;2; ;1;1;1;1;2;1;2;5;1101;211,831312620059
1;100550;001;013;182;1;1;1;1;2;2;4;3;1;2;3;1; ;1;1;1;1;1;1;2;4;1101;211,831312620059
1;100550;001;013;182;2;1;3;4;2;1;4;1;1;1;1;0; ;1;1;1;2;2;2;2;1;1101;211,831312620059
1;100550;001;013;182;3;1;3;1;2;2;2;2;1;2;7;4; ;1;1;1;1;1;1;2;3;1101;211,831312620059
2;100553;999;002;112;1;1;2;1;2;2;4;3;1;2;2;2; ;2;1;1;1;1;1;2;4;2102;77,5359220000442
2;100553;999;002;112;3;1;4;4;4;3;4;2;4;2;1;1; ;1;1;1;2;3;1;2;4;2102;77,5359220000442
2;100553;999;002;112;4;1;4;1;4;3;4;2;3;3;2;2; ;1;1;1;1;1;1;2;4;2102;77,5359220000442
2;100553;999;002;122;1;1;2;1;4;1;4;2;1;1;3;2; ;1;1;3;1;1;1;2;4;2102;77,5359220000442
2;100553;999;002;122;2;1;2;1;2;3;7;3;1;2;3;2; ;1;1;1;1;1;1;2;4;2102;77,5359220000442
2;100553;999;002;122;3;1;3;4;4;3;7;3;3;3;1;1; ;1;1;1;1;3;1;2;4;2102;77,5359220000442
2;100553;999;002;172;1;1;3;1;2;1;4;2;2;1;4;1; ;1;3;1;1;1;1;2;5;2102;77,5359220000442
2;100553;999;002;172;2;1;2;1;4;3;4;2;1;3;3;3; ;1;1;1;2;3;1;2;4;2102;77,5359220000442
2;100553;999;002;172;3;1;3;4;4;2;5;2;3;2;1;0; ;1;2;3;2;1;1;2;5;2102;77,5359220000442
2;100553;999;002;182;1;1;3;4;4;3;7;3;3;3;1;1; ;1;3;1;2;1;1;2;4;2102;77,5359220000442
2;100553;999;002;182;2;1;4;4;3;3;7;3;4;3;1;1; ;1;3;1;2;1;1;4;4;2102;77,5359220000442
2;100553;999;002;182;3;1;3;1;2;1;4;1;1;1;3;2; ;2;2;1;1;1;1;2;4;2102;77,5359220000442
1;100650;001;003;112;1;1;3;1;1;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;4;1101;487,209722173838
1;100650;001;003;112;2;1;3;1;1;1;4;1;1;1;3;2; ;1;1;1;1;1;1;2;4;1101;487,209722173838
1;100650;001;003;112;3;1;1;1;4;3;2;3;3;3;3;2; ;1;1;1;1;1;1;2;1;1101;487,209722173838
1;100650;001;003;122;1;1;3;1;2;1;2;1;1;2;3;2; ;1;1;1;1;1;1;2;4;1101;487,209722173838
1;100650;001;003;122;2;1;1;1;4;1;4;1;3;1;2;1; ;1;1;1;1;1;1;2;1;1101;487,209722173838
1;100650;001;003;122;3;1;1;4;4;2;2;1;3;2;1;1; ;1;1;1;1;1;1;2;1;1101;487,209722173838
1;100650;001;003;172;1;1;3;1;2;1;4;3;1;1;4;2; ;1;1;1;1;1;1;2;4;1101;487,209722173838
1;100650;001;003;172;2;1;3;1;1;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;4;1101;487,209722173838
1;100650;001;003;172;3;1;1;1;4;2;4;3;3;2;3;2;1;1;1;1;2;1;1;2;5;1101;487,209722173838
1;100650;001;003;182;1;1;1;2;1;1;2;1;1;1;2;2; ;1;1;1;1;1;1;2;5;1101;487,209722173838
1;100650;001;003;182;2;1;3;1;2;1;4;1;1;1;3;2; ;1;1;1;1;1;1;2;5;1101;487,209722173838
1;100650;001;003;182;3;1;3;2;1;1;4;3;1;3;4;3; ;1;1;1;1;1;1;2;1;1101;487,209722173838
2;100651;001;003;112;1;1;1;4;2;1;7;3;3;3;1;1; ;1;1;1;2;1;1;2;4;2101;84,5714036080114
2;100651;001;003;112;2;1;1;1;4;1;2;1;3;1;2;1;1;1;1;1;1;1;1;2;4;2101;84,5714036080114
2;100651;001;003;112;3;1;1;1;2;1;2;1;1;2;4;2;1;1;1;1;1;1;1;2;4;2101;84,5714036080114
2;100651;001;003;122;1;1;3;1;4;2;4;3;3;3;2;2; ;1;1;1;2;1;1;2;1;2101;84,5714036080114
2;100651;001;003;122;2;1;1;1;2;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;4;2101;84,5714036080114
2;100651;001;003;122;3;1;1;1;4;2;4;2;3;2;2;1; ;1;1;1;1;1;1;2;4;2101;84,5714036080114
2;100651;001;003;172;1;1;3;4;3;2;7;3;3;3;2;2; ;1;1;1;1;1;1;2;5;2101;84,5714036080114
2;100651;001;003;172;2;1;1;1;4;2;4;2;1;2;8;7; ;1;1;1;1;1;1;2;4;2101;84,5714036080114
2;100651;001;003;172;3;1;3;4;4;2;4;2;3;3;1;1; ;1;1;1;2;1;1;2;5;2101;84,5714036080114
2;100651;001;003;182;1;1;3;1;4;2;7;3;3;3;3;1; ;1;1;1;2;1;1;2;4;2101;84,5714036080114
2;100651;001;003;182;2;1;1;3;1;2;4;2;1;2;1;0; ;1;1;1;2;1;1;2;1;2101;84,5714036080114
2;100651;001;003;182;3;1;1;4;2;2;4;2;3;2;1;1; ;2;5;6;4;3;3;2;4;2101;84,5714036080114
2;100654;999;008;112;1;1;2;1;2;2;4;2;1;1;4;3; ;1;1;1;1;1;1;2;4;2102;57,2292678090286
2;100654;999;008;112;2;1;1;1;1;1;2;2;1;2;5;4; ;1;1;1;1;1;1;2;4;2102;57,2292678090286
2;100654;999;008;112;3;1;3;1;2;1;4;1;1;1;3;2; ;1;3;1;1;1;1;2;4;2102;57,2292678090286
2;100654;999;008;122;2;1;3;1;1;1;4;2;3;2;8;1; ;1;1;1;1;1;1;2;4;2102;57,2292678090286
2;100654;999;008;122;3;1;3;1;1;1;2;2;1;1;6;3; ;1;1;1;1;1;1;2;4;2102;57,2292678090286
2;100654;999;008;122;4;1;1;1;3;1;4;2;1;2;2;2; ;1;1;1;1;1;1;2;5;2102;57,2292678090286
2;100654;999;008;172;1;1;4;1;3;1;4;1;1;1;3;3; ;1;1;1;2;1;1;2;4;2102;57,2292678090286
2;100654;999;008;172;2;1;2;1;2;1;2;1;1;2;4;3; ;1;1;1;1;1;1;2;4;2102;57,2292678090286
2;100654;999;008;172;3;1;2;1;4;2;4;3;3;1;5;4; ;1;1;1;1;1;1;2;4;2102;57,2292678090286
2;100654;999;008;182;1;1;2;1;4;3;4;2;3;2;5;3; ;1;1;1;1;1;1;2;4;2102;57,2292678090286
2;100654;999;008;182;2;1;1;1;2;2;4;1;3;1;3;2; ;1;1;1;1;1;1;2;4;2102;57,2292678090286
2;100654;999;008;182;3;1;2;1;4;2;4;2;1;2;3;2; ;1;1;1;1;1;1;2;4;2102;57,2292678090286
1;110150;003;001;112;1;1;1;1;3;2;4;2;1;2;3;2; ;1;1;1;1;1;1;2;4;1112;879,64385685788
1;110150;003;001;112;2;1;1;1;3;1;7;3;1;2;5;3; ;1;1;1;1;1;1;2;4;1112;879,64385685788
1;110150;003;001;112;3;1;1;1;2;1;2;1;1;1;3;1; ;1;1;1;1;1;1;2;1;1112;879,64385685788
1;110150;003;001;122;1;1;1;2;1;1;2;1;1;1;4;2; ;1;1;1;1;1;1;1;5;1112;879,64385685788
1;110150;003;001;122;2;1;1;1;2;3;2;3;1;3;3;2; ;1;1;1;1;1;1;2;5;1112;879,64385685788
1;110150;003;001;122;3;1;1;1;1;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;5;1112;879,64385685788
1;110150;003;001;172;1;1;1;1;3;2;4;2;1;2;5;4; ;1;1;1;1;1;1;2;4;1112;879,64385685788
1;110150;003;001;172;2;1;1;1;3;2;4;2;1;1;3;2; ;1;1;1;1;1;1;2;1;1112;879,64385685788
1;110150;003;001;172;3;1;1;1;2;3;4;3;1;2;3;2; ;1;1;1;1;1;1;2;5;1112;879,64385685788
1;110150;003;001;182;1;1;1;2;4;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;5;1112;879,64385685788
1;110150;003;001;182;2;1;1;2;1;2;2;1;1;1;3;1; ;1;1;1;1;1;1;2;1;1112;879,64385685788
1;110150;003;001;182;3;1;1;3;4;1;1;1;1;1;2;2; ;1;1;1;1;2;1;2;1;1112;879,64385685788
1;110150;012;007;112;1;1;1;3;1;1;2;1;1;1;1;0; ;1;1;1;1;2;1;2;1;1113;651,379030399296
1;110150;012;007;112;2;1;3;3;2;3;5;2;1;2;2;1; ;1;1;1;1;2;1;2;4;1113;651,379030399296
1;110150;012;007;112;3;1;4;1;3;2;4;2;1;2;3;2; ;1;2;1;1;1;1;2;4;1113;651,379030399296
1;110150;012;007;122;1;1;3;1;4;2;4;2;1;1;5;2; ;1;1;1;1;1;1;2;4;1113;651,379030399296
1;110150;012;007;122;2;1;3;1;3;2;5;2;4;2;3;2; ;1;1;1;2;1;1;2;4;1113;651,379030399296
1;110150;012;007;122;3;1;3;3;3;2;5;2;4;2;1;1; ;1;1;3;1;2;1;2;5;1113;651,379030399296
1;110150;012;007;172;3;1;3;2;1;1;2;2;1;2;3;2; ;1;1;1;1;1;1;2;5;1113;651,379030399296
1;110150;012;007;172;4;1;3;3;3;1;4;1;1;1;2;1; ;1;1;1;2;2;1;2;1;1113;651,379030399296
1;110150;012;007;182;1;1;4;1;2;2;5;2;4;2;2;1; ;1;1;3;1;1;1;2;4;1113;651,379030399296
1;110150;012;007;182;2;1;3;3;1;2;2;2;1;3;1;1; ;1;1;1;2;2;1;2;1;1113;651,379030399296
1;110150;012;007;182;3;1;3;2;2;2;1;2;1;2;2;1; ;4;1;1;2;2;1;2;4;1113;651,379030399296
1;110150;012;009;112;1;1;1;2;1;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;5;1113;523,284536011089
1;110150;012;009;112;2;1;1;1;2;3;1;2;1;1;3;2; ;1;1;1;1;1;1;2;4;1113;523,284536011089
1;110150;012;009;112;3;1;1;1;3;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;4;1113;523,284536011089
1;110150;012;009;122;1;1;3;1;4;1;4;2;1;1;4;3; ;1;1;1;1;1;1;2;4;1113;523,284536011089
1;110150;012;009;122;2;1;3;1;1;2;1;2;1;2;5;4; ;1;1;1;1;1;1;2;4;1113;523,284536011089
1;110150;012;009;122;3;1;1;1;1;1;2;1;1;1;5;3; ;1;1;1;1;1;1;2;4;1113;523,284536011089
1;110150;012;009;172;1;1;3;1;3;2;5;2;4;2;4;3; ;1;1;1;1;1;1;2;1;1113;523,284536011089
1;110150;012;009;172;2;1;1;1;3;1;1;1;1;1;2;1; ;1;1;1;1;1;1;2;5;1113;523,284536011089
1;110150;012;009;172;3;1;1;1;3;2;4;2;1;1;3;2; ;1;1;1;1;1;1;2;4;1113;523,284536011089
1;110150;012;009;182;1;1;1;1;4;2;1;2;1;2;2;1; ;1;1;1;1;1;1;2;5;1113;523,284536011089
1;110150;012;009;182;3;1;4;1;4;2;4;2;1;1;3;2; ;1;1;1;1;1;1;2;4;1113;523,284536011089
1;110150;012;009;182;4;1;1;1;3;1;5;2;1;1;3;2; ;1;1;1;1;1;1;2;5;1113;523,284536011089
1;110150;014;003;112;1;1;1;2;1;1;2;1;1;1;6;4; ;1;1;1;1;1;1;2;4;1111;367,689352441049
1;110150;014;003;112;2;1;1;2;4;1;1;2;1;1;4;2; ;1;1;1;1;1;1;2;4;1111;367,689352441049
1;110150;014;003;112;3;1;1;2;1;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1111;367,689352441049
1;110150;014;003;122;1;1;1;2;2;2;2;2;1;2;2;1; ;1;1;1;1;1;1;2;1;1111;367,689352441049
1;110150;014;003;122;3;1;1;1;1;1;2;2;1;2;5;3; ;1;1;1;1;1;1;2;4;1111;367,689352441049
1;110150;014;003;122;4;1;1;2;1;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;3;1111;367,689352441049
1;110150;014;003;172;1;1;1;1;1;1;1;1;1;1;6;1; ;1;1;1;1;1;1;2;4;1111;367,689352441049
1;110150;014;003;172;2;1;1;2;1;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;1;1111;367,689352441049
1;110150;014;003;172;3;1;1;1;1;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;3;1111;367,689352441049
1;110150;014;003;182;2;1;1;2;4;1;2;1;1;1;5;3; ;1;1;1;1;1;1;2;4;1111;367,689352441049
1;110150;014;003;182;3;1;3;2;1;2;1;2;1;1;5;3; ;1;1;1;1;1;1;2;4;1111;367,689352441049
1;110150;014;003;182;4;1;1;1;3;2;2;2;1;2;4;3; ;1;1;1;1;1;1;2;3;1111;367,689352441049
1;110150;020;002;112;1;1;1;1;2;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;4;1112;389,854555841023
1;110150;020;002;112;2;1;1;2;1;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;1;1112;389,854555841023
1;110150;020;002;112;3;1;1;1;4;2;2;2;1;2;4;3; ;1;1;1;1;1;1;2;5;1112;389,854555841023
1;110150;020;002;122;1;1;1;2;4;2;4;2;2;2;3;3; ;1;1;1;1;1;1;2;5;1112;389,854555841023
1;110150;020;002;122;2;1;1;2;1;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;5;1112;389,854555841023
1;110150;020;002;122;3;1;1;2;1;2;4;2;1;2;2;1; ;1;1;1;1;1;1;2;5;1112;389,854555841023
1;110150;020;002;172;1;1;1;2;1;1;2;2;1;1;4;3; ;1;1;1;1;1;1;2;4;1112;389,854555841023
1;110150;020;002;172;2;1;1;1;1;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;4;1112;389,854555841023
1;110150;020;002;172;3;1;1;2;4;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;5;1112;389,854555841023
1;110150;020;002;182;1;1;1;1;4;2;2;1;3;1;5;4; ;1;1;1;1;2;1;2;5;1112;389,854555841023
1;110150;020;002;182;2;1;1;2;1;1;2;1;1;1;6;4; ;1;1;1;1;1;1;2;1;1112;389,854555841023
1;110150;020;002;182;4;1;1;1;4;2;1;2;1;2;3;2; ;1;1;1;1;1;1;2;1;1112;389,854555841023
1;110150;020;004;112;1;1;1;1;3;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;4;1112;810,308669901361
1;110150;020;004;112;3;1;1;2;3;1;2;1;1;1;2;2; ;1;1;1;1;1;1;2;1;1112;810,308669901361
1;110150;020;004;112;4;1;1;2;1;1;4;1;1;2;3;2; ;1;1;1;1;1;1;2;4;1112;810,308669901361
1;110150;020;004;122;1;1;1;2;1;2;4;2;1;2;4;2; ;1;1;1;1;1;1;2;4;1112;810,308669901361
1;110150;020;004;122;2;1;1;1;1;2;2;1;1;1;4;3; ;1;1;1;1;1;1;2;4;1112;810,308669901361
1;110150;020;004;122;3;1;3;1;3;3;2;2;1;3;4;3; ;1;1;1;1;1;1;2;5;1112;810,308669901361
1;110150;020;004;172;1;1;1;2;1;1;5;1;1;1;2;1; ;1;1;1;1;1;1;2;5;1112;810,308669901361
1;110150;020;004;172;2;1;1;1;4;2;1;2;3;2;3;2; ;1;1;1;1;1;1;2;5;1112;810,308669901361
1;110150;020;004;172;3;1;4;4;3;3;4;3;4;3;2;1; ;1;1;1;2;1;1;2;4;1112;810,308669901361
1;110150;020;004;182;1;1;3;4;3;2;7;3;1;2;2;1; ;1;1;1;2;1;1;2;5;1112;810,308669901361
1;110150;020;004;182;2;1;1;1;2;3;2;1;1;1;3;2; ;1;1;1;1;1;1;2;5;1112;810,308669901361
1;110150;020;004;182;4;1;1;1;1;2;4;2;1;1;3;1; ;1;1;1;1;1;1;2;4;1112;810,308669901361
1;110150;024;002;112;1;1;1;2;1;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;5;1111;294,689500287602
1;110150;024;002;112;2;1;1;1;2;1;1;1;1;1;8;4; ;3;1;1;1;1;1;2;4;1111;294,689500287602
