area;ciudad;zona;sector;panelm;vivienda;hogar;vi01;vi02;vi03a;vi03b;vi04a;vi04b;vi05a;vi05b;vi06;vi07;vi07a;vi08;vi09;vi10;vi10a;vi11;vi12;vi13;vi14;plan_muestreo;fexp
1;10150;001;003;112;1;1;1;1;4;1;1;1;1;1;6;4; ;1;1;1;1;1;1;2;4;1013;78,1415841728256
1;10150;001;003;112;2;1;3;2;2;1;2;1;1;1;5;3; ;1;1;1;1;1;1;2;1;1013;78,1415841728256
1;10150;001;003;112;3;1;1;1;2;1;2;1;1;1;6;4; ;1;1;1;1;1;1;2;3;1013;78,1415841728256
1;10150;001;003;122;1;1;1;1;4;2;5;1;1;1;8;6; ;1;1;3;1;1;1;2;4;1013;78,1415841728256
1;10150;001;003;122;2;1;3;1;4;2;5;2;1;2;6;4; ;1;1;1;1;1;1;2;1;1013;78,1415841728256
1;10150;001;003;122;3;1;3;1;2;2;1;1;1;1;5;3; ;1;1;1;1;1;1;2;4;1013;78,1415841728256
1;10150;001;003;172;1;1;1;1;3;3;4;2;1;2;4;3; ;3;2;3;1;3;1;2;4;1013;78,1415841728256
1;10150;001;003;172;2;1;3;1;4;2;2;1;1;1;4;3;1;1;1;1;1;1;1;2;4;1013;78,1415841728256
1;10150;001;003;172;3;1;3;2;1;1;2;2;1;1;2;1; ;4;1;1;1;1;1;1;1;1013;78,1415841728256
1;10150;001;003;182;1;1;3;1;2;2;2;1;1;2;4;3; ;1;1;1;1;1;1;2;4;1013;78,1415841728256
1;10150;001;003;182;2;1;3;1;4;3;5;3;1;3;5;3; ;1;1;1;1;1;1;2;4;1013;78,1415841728256
1;10150;001;003;182;4;1;3;1;2;3;2;1;1;1;6;4; ;1;1;1;1;1;1;2;4;1013;78,1415841728256
1;10150;001;004;112;2;1;3;1;2;1;1;1;1;1;4;2; ;1;1;1;1;1;1;2;5;1013;87,5295155668723
1;10150;001;004;112;3;1;3;1;2;3;7;3;3;2;2;1; ;1;5;7;4;3;3;3;5;1013;87,5295155668723
1;10150;001;004;112;4;1;3;1;2;3;2;2;1;1;5;4;1;1;1;1;1;1;1;2;4;1013;87,5295155668723
1;10150;001;004;122;1;1;1;2;1;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;5;1013;87,5295155668723
1;10150;001;004;122;2;1;3;1;2;3;2;1;1;1;3;2; ;1;2;1;1;1;1;2;1;1013;87,5295155668723
1;10150;001;004;122;3;1;1;1;2;1;2;3;1;1;4;3;1;1;1;1;1;1;1;2;4;1013;87,5295155668723
1;10150;001;004;172;1;1;1;2;4;1;1;1;1;1;2;1; ;1;1;1;1;1;1;2;1;1013;87,5295155668723
1;10150;001;004;172;2;1;3;2;1;1;2;1;1;1;2;1; ;1;1;1;1;1;1;2;1;1013;87,5295155668723
1;10150;001;004;172;3;1;3;1;4;2;4;1;1;1;4;3;1;1;1;3;1;1;1;2;1;1013;87,5295155668723
1;10150;001;004;182;1;1;1;3;1;1;2;1;1;1;1;0; ;1;1;1;2;2;1;2;1;1013;87,5295155668723
1;10150;001;004;182;2;1;3;1;2;1;2;1;1;1;6;3; ;1;2;3;1;1;1;2;4;1013;87,5295155668723
1;10150;001;004;182;3;1;1;1;2;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;3;1013;87,5295155668723
1;10150;001;007;112;1;1;1;1;4;1;2;1;1;1;6;4; ;1;1;1;1;1;1;2;4;1013;81,6971287455263
1;10150;001;007;112;2;1;1;1;2;1;1;1;1;1;5;4; ;1;1;1;1;1;1;2;4;1013;81,6971287455263
1;10150;001;007;112;3;1;1;1;2;3;4;2;4;1;2;1; ;1;1;1;2;1;1;2;1;1013;81,6971287455263
1;10150;001;007;122;1;1;1;2;6;3;1;3;1;2;4;3; ;1;2;1;2;2;1;2;4;1013;81,6971287455263
1;10150;001;007;122;2;1;2;1;2;2;1;2;1;2;6;4; ;1;1;1;1;1;1;2;5;1013;81,6971287455263
1;10150;001;007;122;3;1;1;1;4;3;2;3;1;3;4;3; ;1;1;1;1;1;1;2;1;1013;81,6971287455263
1;10150;001;007;172;1;1;1;1;4;1;1;1;1;1;6;3; ;1;1;1;1;1;1;2;4;1013;81,6971287455263
1;10150;001;007;172;2;1;1;2;2;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;3;1013;81,6971287455263
1;10150;001;007;172;3;1;1;2;3;1;1;2;1;1;3;1; ;1;1;1;1;1;1;2;1;1013;81,6971287455263
1;10150;001;007;182;1;1;1;1;4;1;1;1;1;1;6;4; ;1;1;1;1;1;1;2;3;1013;81,6971287455263
1;10150;001;007;182;2;1;3;1;2;3;2;3;1;1;5;1; ;1;1;1;1;1;1;2;5;1013;81,6971287455263
1;10150;001;007;182;3;1;3;2;2;2;2;2;1;2;3;2; ;1;1;1;1;1;1;2;5;1013;81,6971287455263
1;10150;002;005;112;1;1;3;1;2;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;4;1012;262,441704828003
1;10150;002;005;112;2;1;3;3;1;1;1;1;1;1;2;1; ;1;1;1;1;2;1;2;5;1012;262,441704828003
1;10150;002;005;112;3;1;3;3;3;3;4;3;1;1;2;1; ;1;1;1;2;2;1;2;1;1012;262,441704828003
1;10150;002;005;122;1;1;1;1;2;1;1;1;1;1;4;2; ;1;1;1;1;1;1;2;1;1012;262,441704828003
1;10150;002;005;122;3;1;1;1;2;1;1;1;1;1;5;3; ;1;1;1;1;1;1;2;4;1012;262,441704828003
1;10150;002;005;122;4;1;1;1;4;1;1;1;1;1;6;1; ;1;1;1;1;1;1;2;4;1012;262,441704828003
1;10150;002;005;172;1;1;1;1;4;1;1;1;1;1;3;1; ;1;1;1;1;1;1;2;5;1012;262,441704828003
1;10150;002;005;172;2;1;3;2;1;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1012;262,441704828003
1;10150;002;005;172;3;1;1;2;1;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1012;262,441704828003
1;10150;002;005;182;1;1;1;1;2;1;1;1;1;1;3;2; ;1;1;1;1;1;1;2;5;1012;262,441704828003
1;10150;002;005;182;2;1;1;1;4;1;1;1;1;1;7;4; ;1;1;1;1;1;1;2;4;1012;262,441704828003
1;10150;002;005;182;3;1;1;1;2;1;1;1;1;1;8;7; ;1;1;1;1;1;1;2;4;1012;262,441704828003
1;10150;003;001;112;1;1;1;1;2;1;1;1;1;1;3;2; ;1;1;1;1;1;1;2;4;1013;85,3794002474823
1;10150;003;001;112;2;1;3;1;1;2;1;1;1;1;5;4; ;1;2;1;1;1;1;2;4;1013;85,3794002474823
1;10150;003;001;112;3;1;1;1;2;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;1;1013;85,3794002474823
1;10150;003;001;122;1;1;3;1;2;1;1;1;1;1;8;3; ;1;1;1;2;1;1;2;4;1013;85,3794002474823
1;10150;003;001;122;2;1;3;1;2;1;2;1;1;1;4;1; ;1;2;1;1;1;1;2;5;1013;85,3794002474823
1;10150;003;001;122;3;1;3;1;4;1;1;1;1;1;4;3; ;1;2;1;1;1;1;2;3;1013;85,3794002474823
1;10150;003;001;172;1;1;1;2;4;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;1;1013;85,3794002474823
1;10150;003;001;172;2;1;3;1;2;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;4;1013;85,3794002474823
1;10150;003;001;172;3;1;3;1;2;1;1;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1013;85,3794002474823
1;10150;003;001;182;1;1;3;2;2;1;1;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1013;85,3794002474823
1;10150;003;001;182;2;1;1;1;2;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;5;1013;85,3794002474823
1;10150;003;001;182;3;1;3;1;2;1;1;1;1;1;3;1; ;1;1;1;1;1;1;2;1;1013;85,3794002474823
1;10150;004;002;112;1;1;1;1;2;1;1;1;1;1;5;4;1;1;1;1;1;1;1;2;4;1013;228,509928234525
1;10150;004;002;112;2;1;1;1;2;2;1;1;1;1;6;5; ;1;1;1;1;1;1;2;4;1013;228,509928234525
1;10150;004;002;112;3;1;3;1;3;3;5;3;3;2;2;1; ;1;2;1;2;1;1;2;4;1013;228,509928234525
1;10150;004;002;122;1;1;1;1;4;1;1;1;1;1;5;3; ;1;1;1;1;1;1;2;4;1013;228,509928234525
1;10150;004;002;122;2;1;3;1;2;1;5;2;4;3;2;1; ;1;2;1;2;3;1;2;4;1013;228,509928234525
1;10150;004;002;122;3;1;1;3;2;2;4;1;1;1;2;1; ;1;1;1;2;2;1;2;1;1013;228,509928234525
1;10150;004;002;172;1;1;3;1;2;2;2;1;1;1;5;3; ;1;2;1;1;1;1;2;1;1013;228,509928234525
1;10150;004;002;172;2;1;3;2;1;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;5;1013;228,509928234525
1;10150;004;002;172;3;1;3;1;4;2;4;2;1;1;3;1; ;1;2;1;1;3;1;2;4;1013;228,509928234525
1;10150;004;002;172;3;2;3;4;4;2;4;2;1;1;2;1; ;1;2;1;1;3;1;2;5;1013;228,509928234525
1;10150;004;002;182;1;1;2;1;2;1;4;1;1;1;5;2; ;1;1;1;1;1;1;2;1;1013;228,509928234525
1;10150;004;002;182;2;1;1;1;4;1;1;1;1;1;4;1; ;1;1;1;1;1;1;2;4;1013;228,509928234525
1;10150;004;002;182;3;1;3;1;4;1;5;1;1;1;6;2; ;1;1;1;1;1;1;2;4;1013;228,509928234525
1;10150;005;001;112;1;1;1;1;2;2;2;1;1;2;4;2; ;1;1;1;1;1;1;2;1;1013;150,58858394628
1;10150;005;001;112;2;1;1;1;4;1;2;1;1;1;7;4; ;1;1;1;1;1;1;2;3;1013;150,58858394628
1;10150;005;001;112;3;1;1;1;4;2;1;2;1;1;4;2; ;3;1;1;1;1;1;2;3;1013;150,58858394628
1;10150;005;001;122;1;1;1;1;2;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;1;1013;150,58858394628
1;10150;005;001;122;2;1;1;1;3;3;5;3;1;3;3;1; ;1;1;1;1;1;1;2;4;1013;150,58858394628
1;10150;005;001;122;3;1;1;1;2;2;2;2;1;2;3;1; ;1;1;1;1;1;1;2;5;1013;150,58858394628
1;10150;005;001;172;1;1;1;1;4;2;1;1;1;2;5;4; ;1;1;1;1;1;1;2;3;1013;150,58858394628
1;10150;005;001;172;2;1;1;1;2;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;4;1013;150,58858394628
1;10150;005;001;172;3;1;3;1;4;3;1;2;3;1;5;3;1;1;1;1;1;1;1;2;4;1013;150,58858394628
1;10150;005;001;182;1;1;3;1;2;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;3;1013;150,58858394628
1;10150;005;001;182;2;1;1;1;4;2;1;3;1;2;4;3; ;1;1;1;1;1;1;2;4;1013;150,58858394628
1;10150;005;001;182;3;1;3;1;3;1;1;1;1;1;6;2; ;1;1;1;1;1;1;2;3;1013;150,58858394628
1;10150;006;004;112;1;1;1;1;2;2;1;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1012;81,1768937944297
1;10150;006;004;112;2;1;1;1;4;1;1;1;3;1;5;2; ;1;1;1;1;1;1;2;4;1012;81,1768937944297
1;10150;006;004;112;3;1;3;1;2;1;2;1;1;1;7;3; ;1;1;1;1;1;1;2;4;1012;81,1768937944297
1;10150;006;004;122;1;1;1;2;1;1;1;1;1;1;4;2; ;1;1;1;1;1;1;2;1;1012;81,1768937944297
1;10150;006;004;122;2;1;1;1;4;1;2;1;1;1;5;3; ;1;1;1;1;1;1;2;1;1012;81,1768937944297
1;10150;006;004;122;3;1;1;1;4;2;2;1;1;2;6;3; ;1;1;1;1;1;1;2;4;1012;81,1768937944297
1;10150;006;004;172;1;1;1;1;3;1;2;1;1;1;5;4; ;1;1;1;1;1;1;2;3;1012;81,1768937944297
1;10150;006;004;172;3;1;3;1;4;3;4;3;1;3;4;3; ;1;1;1;1;1;1;2;4;1012;81,1768937944297
1;10150;006;004;172;4;1;3;2;3;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;5;1012;81,1768937944297
1;10150;006;004;182;1;1;1;2;1;1;2;2;1;1;4;3; ;1;1;1;1;1;1;2;4;1012;81,1768937944297
1;10150;006;004;182;2;1;1;1;1;1;1;1;1;1;7;3; ;1;1;1;1;1;1;2;4;1012;81,1768937944297
1;10150;006;004;182;3;1;3;1;2;2;2;2;1;2;5;2; ;1;1;1;1;1;1;2;3;1012;81,1768937944297
1;10150;006;005;112;1;1;1;1;2;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;4;1011;86,3889822484311
1;10150;006;005;112;2;1;1;1;2;1;2;1;1;1;4;3;1;1;1;1;1;1;1;2;3;1011;86,3889822484311
1;10150;006;005;112;3;1;1;2;1;1;2;1;1;1;4;1; ;1;1;1;1;1;1;2;1;1011;86,3889822484311
1;10150;006;005;122;1;1;1;1;2;1;2;1;1;2;4;3; ;1;1;1;1;1;1;2;5;1011;86,3889822484311
1;10150;006;005;122;2;1;1;1;1;1;1;1;1;1;5;3; ;1;1;1;1;1;1;2;4;1011;86,3889822484311
1;10150;006;005;122;3;1;1;1;4;1;2;1;1;1;5;4; ;1;1;1;1;1;1;2;4;1011;86,3889822484311
1;10150;006;005;172;2;1;1;1;2;2;1;1;1;2;3;2; ;1;1;1;1;1;1;2;4;1011;86,3889822484311
1;10150;006;005;172;3;1;1;2;1;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;1;1011;86,3889822484311
1;10150;006;005;172;4;1;1;1;2;1;2;1;1;1;5;3; ;1;1;1;1;1;1;2;4;1011;86,3889822484311
1;10150;006;005;182;2;1;1;1;2;2;2;2;1;1;4;1; ;1;1;1;1;1;1;2;4;1011;86,3889822484311
1;10150;006;005;182;3;1;1;1;2;2;1;1;1;1;4;2; ;1;1;1;1;1;1;2;4;1011;86,3889822484311
1;10150;006;005;182;4;1;1;1;4;2;1;2;1;2;4;1; ;1;1;1;1;1;1;2;4;1011;86,3889822484311
1;10150;007;003;112;1;1;1;1;2;1;1;1;3;1;3;2; ;1;1;1;1;1;1;2;4;1012;92,5781788389914
1;10150;007;003;112;2;1;1;1;2;3;2;2;3;3;4;3; ;1;1;1;1;1;1;2;4;1012;92,5781788389914
1;10150;007;003;112;3;1;1;1;2;1;1;2;1;2;6;4; ;1;1;1;1;1;1;2;5;1012;92,5781788389914
1;10150;007;003;122;1;1;1;1;2;1;2;1;1;1;9;3; ;1;1;2;2;1;1;2;4;1012;92,5781788389914
1;10150;007;003;122;2;1;1;1;2;1;1;1;1;1;5;4; ;1;1;1;1;1;1;2;3;1012;92,5781788389914
1;10150;007;003;122;3;1;1;1;2;1;2;1;1;1;6;1; ;1;1;1;1;2;1;2;5;1012;92,5781788389914
1;10150;007;003;122;3;2;1;1;2;1;2;1;1;1;6;2; ;1;1;1;1;2;1;2;5;1012;92,5781788389914
1;10150;007;003;172;1;1;1;2;1;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1012;92,5781788389914
1;10150;007;003;172;2;1;1;2;1;2;2;2;1;2;3;2; ;1;1;1;1;1;1;2;1;1012;92,5781788389914
1;10150;007;003;172;4;1;1;1;2;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;3;1012;92,5781788389914
1;10150;007;003;182;1;1;1;1;4;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;4;1012;92,5781788389914
1;10150;007;003;182;2;1;1;2;1;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;4;1012;92,5781788389914
1;10150;007;003;182;3;1;3;1;2;1;1;1;1;1;7;4; ;1;1;1;1;1;1;2;4;1012;92,5781788389914
1;10150;009;003;112;1;1;3;1;2;3;1;1;1;1;6;4; ;1;1;1;1;1;1;2;3;1013;82,7339599701011
1;10150;009;003;112;2;1;4;1;3;3;5;3;1;2;2;1; ;1;2;1;1;3;1;3;5;1013;82,7339599701011
1;10150;009;003;112;3;1;1;1;4;2;4;2;3;2;3;2; ;1;1;1;1;1;1;2;5;1013;82,7339599701011
1;10150;009;003;122;1;1;1;2;1;2;1;2;1;2;2;1; ;1;1;1;1;1;1;2;1;1013;82,7339599701011
1;10150;009;003;122;2;1;1;1;2;2;1;2;1;2;4;2; ;1;1;1;1;1;1;2;4;1013;82,7339599701011
1;10150;009;003;122;4;1;1;1;2;2;4;2;1;2;2;1; ;1;1;1;1;1;1;2;1;1013;82,7339599701011
1;10150;009;003;172;1;1;1;2;1;2;2;2;1;1;5;4; ;1;1;1;1;1;1;2;4;1013;82,7339599701011
1;10150;009;003;172;2;1;3;2;2;2;4;2;1;2;5;3;1;1;1;1;1;1;1;2;4;1013;82,7339599701011
1;10150;009;003;172;3;1;1;1;2;1;2;1;1;1;4;1; ;1;1;1;1;1;1;2;4;1013;82,7339599701011
1;10150;009;003;182;1;1;1;1;2;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;3;1013;82,7339599701011
1;10150;009;003;182;2;1;1;2;6;1;1;2;1;1;5;4;1;1;1;1;1;1;1;1;4;1013;82,7339599701011
1;10150;009;003;182;3;1;1;1;2;2;1;2;3;2;2;1; ;1;1;1;1;1;1;2;1;1013;82,7339599701011
1;10150;009;004;112;1;1;1;1;2;2;1;2;1;1;4;3; ;1;1;1;1;1;1;2;1;1012;84,63148926592
1;10150;009;004;112;2;1;1;1;2;3;2;2;1;1;7;5; ;1;1;1;1;1;1;2;4;1012;84,63148926592
1;10150;009;004;112;3;1;1;1;2;1;2;1;1;2;5;4; ;1;1;1;1;1;1;2;4;1012;84,63148926592
1;10150;009;004;122;1;1;1;1;2;3;2;2;1;2;5;4; ;1;1;2;1;2;2;1;5;1012;84,63148926592
1;10150;009;004;122;2;1;4;1;4;1;5;1;3;1;5;4; ;1;1;1;1;1;1;2;3;1012;84,63148926592
1;10150;009;004;122;3;1;4;4;6;1;7;3;3;2;1;1; ;1;1;1;1;1;1;2;4;1012;84,63148926592
1;10150;009;004;172;1;1;1;1;2;1;1;1;1;1;5;4; ;1;1;1;1;1;1;2;3;1012;84,63148926592
1;10150;009;004;172;2;1;1;2;1;1;2;2;1;1;4;3; ;1;1;1;1;1;1;2;1;1012;84,63148926592
1;10150;009;004;172;3;1;1;1;2;2;2;1;1;1;5;4; ;1;1;1;1;1;1;2;1;1012;84,63148926592
1;10150;009;004;182;1;1;3;2;1;1;2;1;1;2;5;3; ;1;1;1;1;1;1;2;1;1012;84,63148926592
1;10150;009;004;182;2;1;3;1;2;1;2;1;1;1;4;3; ;1;1;1;1;1;1;2;3;1012;84,63148926592
1;10150;009;004;182;4;1;1;1;2;1;2;1;1;1;5;4; ;1;1;1;1;1;1;2;4;1012;84,63148926592
1;10150;010;005;112;2;1;1;2;6;1;2;1;3;1;5;3; ;1;1;1;1;1;1;2;3;1013;92,9350093787752
1;10150;010;005;112;3;1;1;2;1;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1013;92,9350093787752
1;10150;010;005;112;4;1;1;2;6;1;1;1;1;1;5;3; ;1;1;2;2;2;2;1;5;1013;92,9350093787752
1;10150;010;005;122;1;1;3;2;3;1;5;1;3;2;6;4; ;1;1;1;1;1;1;2;4;1013;92,9350093787752
1;10150;010;005;122;2;1;1;2;2;3;2;3;1;2;2;1; ;1;1;1;1;1;1;2;4;1013;92,9350093787752
1;10150;010;005;122;3;1;1;1;2;2;2;2;3;3;4;3; ;1;1;1;1;1;1;2;4;1013;92,9350093787752
1;10150;010;005;172;1;1;1;2;2;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;2;1013;92,9350093787752
1;10150;010;005;172;2;1;1;1;2;1;1;1;1;1;8;4;1;1;1;1;1;1;1;2;4;1013;92,9350093787752
1;10150;010;005;172;3;1;3;3;4;3;5;1;3;1;2;1; ;1;2;1;2;2;2;1;5;1013;92,9350093787752
1;10150;010;005;182;1;1;1;2;2;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;5;1013;92,9350093787752
1;10150;010;005;182;2;1;3;1;4;2;2;1;1;1;2;1; ;1;1;1;1;1;1;2;5;1013;92,9350093787752
1;10150;010;005;182;3;1;1;1;1;2;4;1;1;1;7;4; ;1;1;1;1;1;1;2;5;1013;92,9350093787752
1;10150;011;002;112;1;1;1;1;4;1;1;1;1;1;5;3; ;1;1;1;1;1;1;2;4;1012;81,163633141624
1;10150;011;002;112;2;1;1;1;4;2;2;1;1;1;6;5; ;1;1;1;1;1;1;2;1;1012;81,163633141624
1;10150;011;002;112;4;1;1;1;2;1;2;1;1;2;4;3; ;1;1;1;1;1;1;2;3;1012;81,163633141624
1;10150;011;002;122;1;1;1;2;2;1;1;1;1;1;4;3; ;1;1;1;1;1;1;2;1;1012;81,163633141624
1;10150;011;002;122;2;1;1;1;4;2;1;1;1;1;5;3; ;1;1;1;1;1;1;2;4;1012;81,163633141624
1;10150;011;002;122;3;1;1;1;2;2;1;1;1;1;8;4; ;1;1;1;1;1;1;2;1;1012;81,163633141624
1;10150;011;002;172;1;1;1;2;1;1;2;1;1;1;2;1; ;1;1;1;1;1;1;2;1;1012;81,163633141624
1;10150;011;002;172;2;1;1;1;1;1;4;1;1;1;6;4; ;1;1;1;1;1;1;2;3;1012;81,163633141624
1;10150;011;002;172;3;1;1;3;2;2;5;1;1;1;3;1; ;1;1;1;1;2;1;2;4;1012;81,163633141624
1;10150;011;002;182;1;1;1;2;1;1;1;1;1;1;3;1; ;1;1;1;1;1;1;2;1;1012;81,163633141624
1;10150;011;002;182;2;1;1;1;2;3;1;2;1;1;4;3; ;1;1;1;1;1;1;2;4;1012;81,163633141624
1;10150;011;002;182;3;1;1;2;1;2;1;2;1;1;3;2; ;1;1;1;1;1;1;2;1;1012;81,163633141624
1;10150;011;007;112;1;1;1;1;2;1;1;1;1;1;9;3; ;1;1;1;1;1;1;2;4;1013;118,191981939435
1;10150;011;007;112;2;1;1;1;2;2;2;1;1;1;4;3; ;1;1;1;1;1;1;2;4;1013;118,191981939435
1;10150;011;007;112;3;1;1;3;2;2;2;3;1;2;3;2; ;1;1;1;1;1;1;2;1;1013;118,191981939435
1;10150;011;007;122;1;1;1;1;2;2;1;2;1;2;6;4; ;1;1;1;1;1;1;2;1;1013;118,191981939435
1;10150;011;007;122;2;1;1;1;2;2;1;2;1;2;4;2; ;1;1;1;1;1;1;2;4;1013;118,191981939435
1;10150;011;007;122;3;1;1;2;2;2;4;2;1;2;3;2; ;1;1;1;1;1;1;2;1;1013;118,191981939435
1;10150;011;007;172;2;1;1;1;2;2;2;2;1;2;5;3;1;1;1;1;1;1;1;2;4;1013;118,191981939435
1;10150;011;007;172;3;1;1;1;4;2;2;2;1;1;3;2; ;1;1;1;1;1;1;2;1;1013;118,191981939435
1;10150;011;007;172;4;1;1;2;1;2;1;2;1;2;4;3; ;1;1;1;1;1;1;2;1;1013;118,191981939435
1;10150;011;007;182;1;1;1;2;1;2;2;2;1;2;3;2;1;1;1;1;1;1;1;2;1;1013;118,191981939435
1;10150;011;007;182;2;1;1;2;2;2;2;2;1;2;5;3; ;1;1;1;1;1;1;2;1;1013;118,191981939435
1;10150;011;007;182;3;1;1;2;4;2;2;2;1;2;3;2; ;1;1;1;1;1;1;2;1;1013;118,191981939435
1;10150;013;006;112;1;1;1;1;2;2;2;2;1;2;3;2; ;1;1;1;1;1;1;2;4;1013;214,180954842749
1;10150;013;006;112;2;1;1;1;2;1;1;1;1;2;4;2; ;1;1;1;1;1;1;2;5;1013;214,180954842749
1;10150;013;006;112;2;2;1;1;2;2;1;2;1;2;3;2; ;1;1;1;1;1;1;2;5;1013;214,180954842749
1;10150;013;006;112;3;1;1;2;2;2;2;2;1;2;3;2; ;1;1;1;1;1;1;2;1;1013;214,180954842749
1;10150;013;006;122;1;1;1;1;2;2;1;2;1;2;4;2;1;1;1;1;1;1;1;2;4;1013;214,180954842749
1;10150;013;006;122;2;1;3;1;2;1;2;2;1;1;3;2; ;1;1;1;2;1;1;2;4;1013;214,180954842749
1;10150;013;006;122;3;1;1;2;1;2;1;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1013;214,180954842749
1;10150;013;006;172;1;1;1;1;2;3;1;2;1;2;4;3; ;1;1;1;1;1;1;2;5;1013;214,180954842749
1;10150;013;006;172;2;1;1;2;2;1;2;1;1;1;3;2; ;1;1;1;1;1;1;2;5;1013;214,180954842749
1;10150;013;006;172;3;1;1;1;2;2;2;2;1;1;3;2; ;1;1;1;1;1;1;2;4;1013;214,180954842749
1;10150;013;006;182;1;1;1;1;3;3;1;2;1;2;3;1; ;1;1;1;1;1;1;2;4;1013;214,180954842749
1;10150;013;006;182;2;1;1;1;2;2;2;2;1;1;4;2; ;1;1;1;1;1;1;2;4;1013;214,180954842749
1;10150;013;006;182;3;1;3;1;2;2;1;2;1;2;3;2; ;1;1;1;1;1;1;2;4;1013;214,180954842749
1;10150;014;002;112;1;1;3;1;2;2;2;1;1;2;4;3; ;1;1;1;1;1;1;2;4;1013;252,260259375266
1;10150;014;002;112;2;1;3;2;2;2;1;1;1;2;5;4; ;1;1;1;1;1;1;2;4;1013;252,260259375266
1;10150;014;002;112;3;1;3;1;4;2;1;2;1;2;3;2; ;1;1;1;1;1;1;2;1;1013;252,260259375266
1;10150;014;002;122;1;1;3;1;2;2;2;2;1;2;4;3; ;1;1;1;1;1;1;2;5;1013;252,260259375266
1;10150;014;002;122;2;1;3;1;4;2;1;2;3;2;2;1; ;1;1;1;1;1;1;2;4;1013;252,260259375266
1;10150;014;002;122;3;1;3;1;4;3;4;2;3;2;4;3; ;1;1;1;1;1;1;2;4;1013;252,260259375266
1;10150;014;002;172;1;1;3;1;2;2;1;2;1;2;4;3;1;1;1;1;1;1;1;2;4;1013;252,260259375266
1;10150;014;002;172;2;1;3;1;2;2;4;3;1;3;3;2; ;1;1;1;1;1;1;2;4;1013;252,260259375266
1;10150;014;002;172;3;1;3;1;2;2;1;2;1;2;3;2; ;1;1;1;1;1;1;2;4;1013;252,260259375266
1;10150;014;002;182;1;1;3;1;2;2;1;2;1;2;2;1;1;1;1;1;1;2;1;2;4;1013;252,260259375266
1;10150;014;002;182;1;2;3;3;6;2;1;2;1;2;1;0; ;1;1;1;2;2;1;2;5;1013;252,260259375266
1;10150;014;002;182;1;3;3;3;4;2;1;2;1;2;1;1; ;1;1;1;2;2;1;2;5;1013;252,260259375266
1;10150;014;002;182;2;1;1;1;4;2;1;2;1;2;4;3; ;1;1;1;1;1;1;2;1;1013;252,260259375266
1;10150;014;002;182;3;1;3;1;2;2;2;2;1;1;6;4; ;1;1;1;1;1;1;2;4;1013;252,260259375266
1;10150;015;007;112;2;1;1;1;2;1;2;1;1;1;4;1; ;1;1;1;1;1;1;2;4;1012;85,2019252774281
1;10150;015;007;112;3;1;1;2;2;2;1;1;1;1;3;1; ;1;1;1;1;1;1;2;4;1012;85,2019252774281
1;10150;015;007;122;1;1;1;2;1;1;1;1;1;2;3;2; ;1;1;1;1;1;1;2;1;1012;85,2019252774281
1;10150;015;007;122;2;1;1;2;1;1;2;1;1;1;4;2; ;1;1;1;1;1;1;2;1;1012;85,2019252774281
1;10150;015;007;122;3;1;1;2;1;2;2;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1012;85,2019252774281
1;10150;015;007;172;1;1;1;4;4;3;5;3;3;2;1;0; ;1;5;1;2;3;1;2;4;1012;85,2019252774281
1;10150;015;007;172;2;1;1;2;2;2;1;1;1;1;4;2; ;1;1;1;1;1;1;2;1;1012;85,2019252774281
1;10150;015;007;172;3;1;1;2;1;2;2;1;1;1;3;2; ;1;1;1;1;1;1;2;1;1012;85,2019252774281
1;10150;015;007;182;1;1;1;1;2;1;1;1;1;1;4;3;1;1;1;1;1;1;1;2;1;1012;85,2019252774281
